material_id,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-2590,2,AlN,P4/mbm,2813,FALSE,bottom-up,707,3,2dm-4491
2dm-2591,2,MgBr2,Pmma,3467,TRUE,bottom-up,120,68,2dm-5328
2dm-2592,2,P2O3,P1,1450,FALSE,bottom-up,388,,2dm-4024
2dm-2593,2,AsS,Pc,0,FALSE,bottom-up,242,201,2dm-4903
2dm-2594,2,CaF2,P-1,6262,TRUE,bottom-up,340,228,2dm-4672
2dm-2595,2,Ge3Ir,P-6m2,0,FALSE,bottom-up,977,660,2dm-4883
2dm-2596,2,Na2I,P-3m1,0,FALSE,bottom-up,321,201,2dm-3804
2dm-2597,2,GaP,P4/mbm,873,FALSE,bottom-up,611,2,2dm-4491
2dm-2598,2,BiB,P4/mbm,0,FALSE,bottom-up,1517,-5,2dm-4491
2dm-2599,2,NO2,P6/mmm,0,FALSE,bottom-up,,41,2dm-3826
2dm-26,2,AlSb3,P-3m1,389,TRUE,bottom-up,365,354,
2dm-260,2,TaSe2,P-1,0,FALSE,bottom-up,24,99,2dm-3033
2dm-2600,2,Ga2S3,P1,561,FALSE,bottom-up,330,,2dm-5396
2dm-2601,2,As2W,P-1,0,FALSE,bottom-up,458,,2dm-4068
2dm-2602,2,PS,C2/m,0,FALSE,bottom-up,518,2,2dm-3899
2dm-2603,2,GeBr4,P-1,0,FALSE,bottom-up,411,,2dm-5245
2dm-2604,2,BiO2,P6/mmm,353,FALSE,bottom-up,,,2dm-3826
2dm-2605,2,MgCl2,C2/m,4676,TRUE,bottom-up,102,,2dm-4513
2dm-2606,2,NbSe2,Pmmm,0,FALSE,bottom-up,650,,2dm-4377
2dm-2607,2,Zr2O7,P1,524,FALSE,bottom-up,185,146,2dm-5108
2dm-2608,2,KMg,P2_1/m,0,FALSE,bottom-up,533,326,2dm-3098
2dm-2609,2,GeSe,Pbcm,351,FALSE,bottom-up,65,105,2dm-4574
2dm-261,2,SnP,P-1,1432,FALSE,bottom-up,95,108,2dm-4588
2dm-2610,2,SbP,P1,542,FALSE,bottom-up,150,155,2dm-5216
2dm-2611,2,W4O9,Pc,1679,TRUE,bottom-up,519,,2dm-4685
2dm-2612,2,FeSe2,Pcca,0,FALSE,bottom-up,286,81,2dm-4350
2dm-2613,2,TeAs,P2/c,0,FALSE,bottom-up,189,8,2dm-4903
2dm-2614,2,ZrS,P4/nmm,0,FALSE,bottom-up,461,,2dm-3004
2dm-2615,2,RuS2,Pcca,0,FALSE,bottom-up,523,81,2dm-4350
2dm-2616,2,B2Te3,P1,0,FALSE,bottom-up,457,19,2dm-5066
2dm-2617,2,CrS,P4/nmm,0,FALSE,bottom-up,116,77,2dm-4959
2dm-2618,2,SrCl2,P-1,5451,FALSE,bottom-up,256,179,2dm-4672
2dm-2619,2,V2O5,Pm,1509,FALSE,bottom-up,222,,2dm-4242
2dm-262,2,OsI2,P-3m1,1265,TRUE,bottom-up,390,86,2dm-3574
2dm-2620,2,WS,P4/nmm,0,FALSE,bottom-up,578,95,2dm-4959
2dm-2621,2,InBi,P4/mbm,0,FALSE,bottom-up,555,,2dm-4491
2dm-2622,2,Cr3O8,Cm,1522,FALSE,bottom-up,152,,2dm-4463
2dm-2623,2,AlSe,P3m1,486,FALSE,bottom-up,,311,2dm-3782
2dm-2624,2,AsBr3,P2_1/c,2860,FALSE,bottom-up,12,83,2dm-5329
2dm-2625,2,SbS,Pmc2_1,0,FALSE,bottom-up,232,185,2dm-3526
2dm-2626,2,TlN,P4/mbm,0,FALSE,bottom-up,1107,8,2dm-4491
2dm-2627,2,Rb2Cl,P-3m1,0,FALSE,bottom-up,183,140,2dm-3804
2dm-2628,2,CrPb3,P6/mmm,0,FALSE,bottom-up,887,,2dm-4700
2dm-2629,2,MgI2,Pmma,2650,FALSE,bottom-up,93,77,2dm-5328
2dm-263,2,BiCl3,P-31m,3418,FALSE,bottom-up,0,72,2dm-5507
2dm-2630,2,TaCl4,P1,1113,FALSE,bottom-up,102,,2dm-4341
2dm-2631,2,InSb,P4/mbm,0,FALSE,bottom-up,578,2,2dm-4491
2dm-2632,2,ZrSe2,P4/mmm,0,FALSE,bottom-up,341,155,2dm-3183
2dm-2633,2,Mn2I7,P2/c,0,FALSE,bottom-up,107,,2dm-4014
2dm-2634,2,PF3,P2_1/c,5670,TRUE,bottom-up,0,,2dm-5329
2dm-2635,2,AsF3,P2_1/c,5241,TRUE,bottom-up,40,59,2dm-5329
2dm-2636,2,Sn3I8,P1,345,FALSE,bottom-up,107,,2dm-3403
2dm-2637,2,B2S3,P1,1128,FALSE,bottom-up,353,0,2dm-5066
2dm-2638,2,B2Se3,P1,540,FALSE,bottom-up,172,13,2dm-5066
2dm-2639,2,NbCl4,P1,0,FALSE,bottom-up,165,,2dm-4341
2dm-264,2,Y5Br8,P2/m,0,FALSE,bottom-up,34,90,2dm-4448
2dm-2640,2,As6Au,Pmn2_1,0,FALSE,bottom-up,335,,2dm-5628
2dm-2641,2,SbI3,Pc,1817,FALSE,bottom-up,81,132,2dm-3709
2dm-2642,2,CrSn3,P6/mmm,0,FALSE,bottom-up,768,602,2dm-4700
2dm-2643,2,AgP6,Pmn2_1,0,FALSE,bottom-up,449,,2dm-5628
2dm-2644,2,CdTe,P3m1,0,FALSE,bottom-up,157,,2dm-4937
2dm-2645,2,SbS,Pc,0,FALSE,bottom-up,241,164,2dm-4903
2dm-2646,2,TeN,Pc,103,TRUE,bottom-up,784,114,2dm-4903
2dm-2647,2,SbF3,P2_1/c,3933,TRUE,bottom-up,70,89,2dm-5329
2dm-2649,2,In2S3,P1,758,FALSE,bottom-up,298,7,2dm-5396
2dm-265,2,CaBr2,P-4m2,4849,FALSE,bottom-up,164,133,2dm-4009
2dm-2650,2,TlBi,P4/mbm,0,FALSE,bottom-up,565,,2dm-4491
2dm-2651,2,PdBr2,P-1,94,FALSE,bottom-up,222,72,2dm-5213
2dm-2652,2,P6Au,Pmn2_1,0,FALSE,bottom-up,448,,2dm-5628
2dm-2653,2,PbBr4,P2/c,0,FALSE,bottom-up,81,,2dm-5245
2dm-2654,2,MoC3,P-6m2,0,FALSE,bottom-up,1763,324,2dm-4700
2dm-2655,2,Al2Te3,P1,0,FALSE,bottom-up,234,,2dm-5066
2dm-2656,2,NiBr2,P-1,0,FALSE,bottom-up,265,67,2dm-5213
2dm-2657,2,VI5,Pmma,0,FALSE,bottom-up,,,2dm-4011
2dm-2658,2,Ga2Se3,P1,287,TRUE,bottom-up,283,17,2dm-5396
2dm-2659,2,Be2N,P4/mmm,0,FALSE,bottom-up,,,2dm-4910
2dm-266,2,CuCl,Cmme,2601,TRUE,bottom-up,0,68,2dm-4576
2dm-2660,2,Os3S4,P2_1/m,0,FALSE,bottom-up,415,37,2dm-4921
2dm-2661,2,Mo4O9,P1,1478,FALSE,bottom-up,314,,2dm-4685
2dm-2662,2,MgF2,C2/m,6374,TRUE,bottom-up,159,,2dm-4513
2dm-2663,2,VSe2,Pmmm,0,FALSE,bottom-up,513,0,2dm-4377
2dm-2664,2,Ni3Te4,P2/m,0,FALSE,bottom-up,198,,2dm-3552
2dm-2665,2,SN,Pc,0,FALSE,bottom-up,609,458,2dm-4903
2dm-2666,2,CaBr2,C2,3610,FALSE,bottom-up,107,,2dm-4513
2dm-2667,2,P2O3,Pmma,1,FALSE,bottom-up,637,41,2dm-5775
2dm-2668,2,RbMg,Pmmn,0,FALSE,bottom-up,584,370,2dm-3098
2dm-2669,2,Te4Ru3,P2_1/m,0,FALSE,bottom-up,191,,2dm-4921
2dm-267,2,AgF,Cmme,1524,TRUE,bottom-up,138,,2dm-3495
2dm-2670,2,TaI4,Pc,0,FALSE,bottom-up,102,,2dm-4341
2dm-2671,2,Ta2F5,P1,333,FALSE,bottom-up,591,101,2dm-5407
2dm-2672,2,TlP,P4/mbm,0,FALSE,bottom-up,702,0,2dm-4491
2dm-2673,2,Pb3F8,P1,2375,FALSE,bottom-up,121,196,2dm-3403
2dm-2674,2,AuN3,Pccm,749,TRUE,bottom-up,632,139,2dm-3449
2dm-2675,2,CaBr2,P-1,4893,FALSE,bottom-up,182,145,2dm-4672
2dm-2676,2,Pd3Se4,P2/m,0,FALSE,bottom-up,303,90,2dm-3552
2dm-2677,2,In2S3,P1,109,TRUE,bottom-up,298,,2dm-5066
2dm-2678,2,AuF2,P-4m2,0,FALSE,bottom-up,499,510,2dm-4593
2dm-2679,2,NbCl5,Pmma,0,FALSE,bottom-up,452,,2dm-4011
2dm-268,2,Sb2O3,P2_1,3083,FALSE,bottom-up,37,,2dm-3771
2dm-2680,2,AsSe,P2/c,0,FALSE,bottom-up,204,208,2dm-4903
2dm-2681,2,ZnTe,P3m1,0,FALSE,bottom-up,71,-59,2dm-4937
2dm-2682,2,AsBr3,P-6m2,773,TRUE,bottom-up,365,-80,2dm-5268
2dm-2683,2,Sn3Ir,P-6m2,0,FALSE,bottom-up,819,529,2dm-4883
2dm-2684,2,V2Br5,Cm,0,FALSE,bottom-up,94,33,2dm-5407
2dm-2685,2,B2Se3,P1,0,FALSE,bottom-up,103,,2dm-5396
2dm-2686,2,SiC,P-6m2,2490,FALSE,bottom-up,504,,2dm-4906
2dm-2687,2,HfN2,P-3m1,0,FALSE,bottom-up,1181,110,2dm-3175
2dm-2688,2,HfTe2,P4/mmm,0,FALSE,bottom-up,294,110,2dm-3183
2dm-2689,2,PI3,P-6m2,100,TRUE,bottom-up,412,-57,2dm-5268
2dm-269,2,USe3,P4/nmm,0,FALSE,bottom-up,57,54,2dm-5579
2dm-2690,2,BeCl2,Pmma,4409,TRUE,bottom-up,381,58,2dm-5328
2dm-2691,2,FeTe2,P-3m1,0,FALSE,bottom-up,139,67,2dm-4510
2dm-2692,2,CoSi3,P-6m2,0,FALSE,bottom-up,1299,715,2dm-4883
2dm-2693,2,AgF2,P-4m2,0,FALSE,bottom-up,79,146,2dm-4593
2dm-2694,2,TeW,P4/nmm,0,FALSE,bottom-up,340,91,2dm-4959
2dm-2695,2,BeI2,Pmma,2057,FALSE,bottom-up,0,74,2dm-5328
2dm-2696,2,Sn3Rh,P-6m2,0,FALSE,bottom-up,792,580,2dm-4883
2dm-2697,2,Rb2Br,P-3m1,0,FALSE,bottom-up,180,142,2dm-3804
2dm-2698,2,BiW,P4/nmm,0,FALSE,bottom-up,423,,2dm-4660
2dm-2699,2,In2Se3,P1,408,FALSE,bottom-up,261,,2dm-5396
2dm-27,2,Al4O3,P2_1/m,0,FALSE,bottom-up,445,248,2dm-3496
2dm-270,2,Se3N2,Pmn2_1,1408,TRUE,bottom-up,593,83,2dm-4821
2dm-2700,2,SbMo,C2/m,0,FALSE,bottom-up,127,-160,2dm-4660
2dm-2701,2,MgF2,Pmma,5927,TRUE,bottom-up,372,68,2dm-5328
2dm-2703,2,CrC3,P-6m2,0,FALSE,bottom-up,1602,,2dm-4700
2dm-2704,2,PBr5,Pmmm,0,FALSE,bottom-up,380,204,2dm-4722
2dm-2705,2,ZrI4,P4/mmm,303,FALSE,bottom-up,179,0,2dm-5172
2dm-2706,2,AsW,C2/m,15,FALSE,bottom-up,415,317,2dm-4660
2dm-2708,2,Zn3Cu,P6/mmm,0,FALSE,bottom-up,423,494,2dm-4094
2dm-2709,2,B2Se3,P1,0,FALSE,bottom-up,60,64,2dm-4098
2dm-271,2,Nb2Se3,C2/m,364,FALSE,bottom-up,37,80,2dm-4351
2dm-2710,2,AsBr5,Pmmm,0,FALSE,bottom-up,307,221,2dm-4722
2dm-2711,2,Os3Se4,P-3m1,0,FALSE,bottom-up,445,,
2dm-2712,2,Ru3Se4,P-3m1,0,FALSE,bottom-up,267,,
2dm-2713,2,HfAs2,P-3m1,0,FALSE,bottom-up,602,183,2dm-3175
2dm-2714,2,GeI4,P2/c,0,FALSE,bottom-up,175,,2dm-5245
2dm-2715,2,TlF3,P1,2656,FALSE,bottom-up,27,,2dm-4316
2dm-2716,2,WCl5,Pmmm,0,FALSE,bottom-up,,,2dm-4702
2dm-2717,2,PF5,Pmmm,0,FALSE,bottom-up,991,63,2dm-4722
2dm-2718,2,BiO2,P3m1,147,FALSE,bottom-up,,332,
2dm-2719,2,CoSn3,P-6m2,0,FALSE,bottom-up,664,385,2dm-4883
2dm-272,2,SnAs2,Pmc2_1,772,FALSE,bottom-up,29,,2dm-4912
2dm-2720,2,SnI4,Pban,0,FALSE,bottom-up,162,92,2dm-5245
2dm-2721,2,B13N2,P-3m1,0,FALSE,bottom-up,558,23,2dm-3089
2dm-2722,2,TiSb2,P-3m1,0,FALSE,bottom-up,541,358,2dm-3175
2dm-2723,2,W3O8,P-3m1,2572,FALSE,bottom-up,231,,2dm-4472
2dm-2724,2,MoI5,Pm,0,FALSE,bottom-up,,,2dm-4702
2dm-2725,2,Ga13N2,P-3m1,0,FALSE,bottom-up,394,,2dm-3089
2dm-2726,2,CaF2,C2/m,6982,FALSE,bottom-up,62,,2dm-4513
2dm-2727,2,TlN,P2_1/c,1012,FALSE,bottom-up,1086,,2dm-4209
2dm-2728,2,SbBr3,P-6m2,907,TRUE,bottom-up,304,107,2dm-5268
2dm-2729,2,Be2P,P-4m2,0,FALSE,bottom-up,,,2dm-4910
2dm-273,2,HfCl2,P-3m1,0,FALSE,bottom-up,131,26,2dm-3733
2dm-2730,2,Ge3Rh,P-6m2,0,FALSE,bottom-up,985,732,2dm-4883
2dm-2731,2,NF5,Pmmm,0,FALSE,bottom-up,62,75,2dm-4722
2dm-2732,2,HfBi2,P-3m1,0,FALSE,bottom-up,0,135,2dm-3175
2dm-2733,2,WBr5,Pmmm,0,FALSE,bottom-up,,,2dm-4702
2dm-2735,2,TaBr5,Pmmm,0,FALSE,bottom-up,293,92,2dm-5221
2dm-2736,2,SrF2,C2/m,6605,FALSE,bottom-up,68,,2dm-4513
2dm-2737,2,Ta2O3,Fmm2,0,FALSE,bottom-up,999,631,
2dm-2738,2,Ta4O9,P4/n,393,FALSE,bottom-up,411,,2dm-5303
2dm-2739,2,AsCl5,Pmmm,0,FALSE,bottom-up,290,235,2dm-4722
2dm-274,2,TaTe3,P2_1/m,0,FALSE,bottom-up,37,76,2dm-4111
2dm-2740,2,Mg2N,P-4m2,0,FALSE,bottom-up,,,2dm-4910
2dm-2741,2,CrBr5,P2/m,0,FALSE,bottom-up,,,2dm-4702
2dm-2742,2,AsI5,Pmmm,0,FALSE,bottom-up,334,261,2dm-4722
2dm-2743,2,GaI3,P2/m,1387,TRUE,bottom-up,47,,2dm-4316
2dm-2744,2,Br3N,P1,958,FALSE,bottom-up,708,-534,2dm-5268
2dm-2745,2,SbBr5,P2/m,17,TRUE,bottom-up,273,163,2dm-4722
2dm-2746,2,PO2,P3m1,0,FALSE,bottom-up,666,27,
2dm-2747,2,In2O3,P321,1625,TRUE,bottom-up,230,,2dm-5264
2dm-2748,2,TeMo,P4/nmm,0,FALSE,bottom-up,235,89,2dm-4959
2dm-2749,2,BaI2,Pmma,1940,TRUE,bottom-up,154,94,2dm-5328
2dm-275,2,P2Se3,P2_1/m,240,FALSE,bottom-up,92,69,2dm-3583
2dm-2750,2,CrF5,P2/m,0,FALSE,bottom-up,,13,2dm-4702
2dm-2751,2,Te4Os3,P-3m1,0,FALSE,bottom-up,397,,
2dm-2752,2,CoPb3,P-6m2,0,FALSE,bottom-up,738,377,2dm-4883
2dm-2753,2,AuO2,Pmmm,0,FALSE,bottom-up,486,,2dm-4494
2dm-2754,2,NbBr5,Pmmm,0,FALSE,bottom-up,255,,2dm-5221
2dm-2756,2,InN,P2_1/c,644,FALSE,bottom-up,571,,2dm-4209
2dm-2757,2,Zn3Ag,P6/mmm,0,FALSE,bottom-up,349,446,2dm-4094
2dm-2758,2,InBr3,P1,1560,FALSE,bottom-up,95,,2dm-4316
2dm-2759,2,RbBe,P2_1/m,0,FALSE,bottom-up,1689,897,2dm-3098
2dm-276,2,SiP,P-1,1859,FALSE,bottom-up,3,66,2dm-4588
2dm-2760,2,ZrO2,P-3m1,4123,FALSE,bottom-up,233,,2dm-3816
2dm-2761,2,Zn3N,P6/mmm,0,FALSE,bottom-up,811,203,
2dm-2762,2,Te2Os,P-3m1,0,FALSE,bottom-up,315,,2dm-4510
2dm-2763,2,Nb2O3,C2,234,FALSE,bottom-up,832,,
2dm-2764,2,ZrO2,P2_1/m,4103,FALSE,bottom-up,234,,2dm-4378
2dm-2765,2,I5N,P2/m,0,FALSE,bottom-up,764,134,2dm-4722
2dm-2766,2,NO2,P-1,2307,FALSE,bottom-up,,,2dm-5160
2dm-2767,2,NO2,P1,0,FALSE,bottom-up,,-707,
2dm-2768,2,ZrBi2,P-3m1,0,FALSE,bottom-up,119,80,2dm-3175
2dm-2769,2,La5F8,P2/m,0,FALSE,bottom-up,294,,2dm-4448
2dm-277,2,Sn2O3,P2_1/c,2856,FALSE,bottom-up,133,107,2dm-3613
2dm-2770,2,CuF2,P-4m2,195,FALSE,bottom-up,103,,2dm-4593
2dm-2771,2,CrBi,C2/m,0,FALSE,bottom-up,689,114,2dm-4660
2dm-2772,2,SrBr2,C2,4213,TRUE,bottom-up,120,,2dm-4513
2dm-2773,2,PbI4,Pban,0,FALSE,bottom-up,94,,2dm-5245
2dm-2774,2,InCl3,Pm,2498,TRUE,bottom-up,0,,2dm-4316
2dm-2775,2,TaI5,Pmmm,0,FALSE,bottom-up,185,,2dm-5221
2dm-2776,2,Zn3Sb,P6/mmm,0,FALSE,bottom-up,395,437,
2dm-2777,2,CrI5,P2/c,0,FALSE,bottom-up,,,2dm-5476
2dm-2778,2,SrI2,C2/m,2882,FALSE,bottom-up,98,,2dm-4513
2dm-2779,2,RhC3,P-6m2,0,FALSE,bottom-up,3378,1405,2dm-4883
2dm-278,2,PtI2,P-3m1,0,FALSE,bottom-up,278,133,2dm-3741
2dm-2780,2,HfSb2,P-3m1,0,FALSE,bottom-up,253,66,2dm-3175
2dm-2781,2,Mo3O8,P-3m1,1540,FALSE,bottom-up,113,,2dm-4472
2dm-2782,2,B13As2,P-3m1,0,FALSE,bottom-up,859,30,2dm-3089
2dm-2784,2,VCl5,Pmmm,0,FALSE,bottom-up,251,86,2dm-5221
2dm-2785,2,IrC3,P-6m2,0,FALSE,bottom-up,3175,1202,2dm-4883
2dm-2786,2,P4C3,C2,0,FALSE,bottom-up,803,-48,2dm-5191
2dm-2787,2,YbF3,P-1,7,TRUE,bottom-up,166,318,
2dm-2788,2,Os3S4,P-3m1,0,FALSE,bottom-up,444,,
2dm-2789,2,SbW,C2/m,0,FALSE,bottom-up,301,88,2dm-4660
2dm-279,2,SiS,Pmn2_1,1364,FALSE,bottom-up,466,128,2dm-4478
2dm-2790,2,VTe2,P6/mmm,0,FALSE,bottom-up,867,703,
2dm-2791,2,TlBr3,P1,926,FALSE,bottom-up,78,,2dm-4316
2dm-2792,2,VSe2,P6/mmm,0,FALSE,bottom-up,1102,866,
2dm-2793,2,ZrO,P4/nmm,0,FALSE,bottom-up,166,,2dm-4970
2dm-2794,2,BiMo,C2/m,0,FALSE,bottom-up,233,-315,2dm-4660
2dm-2795,2,AgO2,Pmmm,0,FALSE,bottom-up,376,330,2dm-4494
2dm-2796,2,CO2,C2,5516,FALSE,bottom-up,373,,2dm-3879
2dm-2797,2,MgI2,C2,2853,FALSE,bottom-up,149,,2dm-4513
2dm-2798,2,AsF5,Pmmm,0,FALSE,bottom-up,627,,2dm-4722
2dm-2799,2,CrBi2,P-1,0,FALSE,bottom-up,392,,2dm-4068
2dm-28,2,Mo3S4,P-3m1,0,FALSE,bottom-up,292,35,2dm-4728
2dm-280,2,SnS,P3m1,2312,FALSE,bottom-up,122,224,2dm-3977
2dm-2800,2,Ge3N4,P-6m2,883,FALSE,bottom-up,1257,,2dm-4847
2dm-2801,2,SO3,P31m,1426,TRUE,bottom-up,854,,2dm-5855
2dm-2802,2,Br3N,P2_1/c,1362,FALSE,bottom-up,604,100,2dm-5329
2dm-2803,2,GeC,P-6m2,2128,TRUE,bottom-up,852,,2dm-4906
2dm-2804,2,Zn3As,P6/mmm,0,FALSE,bottom-up,372,371,
2dm-2805,2,B2O3,Cm,4186,FALSE,bottom-up,98,-509,2dm-4743
2dm-2806,2,Si3N4,C2/m,0,FALSE,bottom-up,1117,93,2dm-5191
2dm-2807,2,IrPb3,P-6m2,0,FALSE,bottom-up,764,568,2dm-4883
2dm-2808,2,HoN2,C222,0,FALSE,bottom-up,2023,1199,2dm-3946
2dm-2809,2,CoGe3,P-6m2,0,FALSE,bottom-up,854,529,2dm-4883
2dm-281,2,TePd,P4/nmm,0,FALSE,bottom-up,242,236,2dm-5133
2dm-2810,2,Ge3N4,C2/m,1015,FALSE,bottom-up,514,22,2dm-5191
2dm-2811,2,Tl2O3,P321,257,TRUE,bottom-up,171,,2dm-5264
2dm-2812,2,PW,C2/m,0,FALSE,bottom-up,467,413,2dm-4660
2dm-2813,2,YbI3,P-3,0,FALSE,bottom-up,233,99,
2dm-2814,2,NO2,P-1,2330,FALSE,bottom-up,,,2dm-5398
2dm-2815,2,Ru3S4,P-3m1,0,FALSE,bottom-up,262,33,
2dm-2816,2,TaCl5,Pmmm,0,FALSE,bottom-up,522,,2dm-5221
2dm-2817,2,Pb3N4,C2,0,FALSE,bottom-up,215,57,2dm-5191
2dm-2818,2,ZrP2,P-3m1,0,FALSE,bottom-up,875,206,2dm-3175
2dm-2819,2,CdTe,P3m1,0,FALSE,bottom-up,159,,2dm-5442
2dm-282,2,AgSe,Pmmn,0,FALSE,bottom-up,137,103,2dm-3486
2dm-2820,2,BiCl5,Pmmm,0,FALSE,bottom-up,112,,2dm-4722
2dm-2821,2,Ga2O3,P-3m1,3118,FALSE,bottom-up,,25,2dm-3783
2dm-2822,2,CrF5,Pmm2,0,FALSE,bottom-up,455,,2dm-5476
2dm-2823,2,NiC4,P1,0,FALSE,bottom-up,263,,2dm-3525
2dm-2824,2,Cd3N,P6/mmm,0,FALSE,bottom-up,998,669,
2dm-2825,2,WI5,Pmmm,0,FALSE,bottom-up,85,,2dm-4702
2dm-2826,2,ZrO2,Pmm2,2969,TRUE,bottom-up,562,,2dm-4454
2dm-2827,2,TaCo3,P6/mmm,0,FALSE,bottom-up,1299,519,
2dm-2828,2,MoI5,P2/c,0,FALSE,bottom-up,1,,2dm-5476
2dm-2829,2,PBr3,P2_1/c,2942,FALSE,bottom-up,31,83,2dm-5329
2dm-283,2,OsF2,P-3m1,864,FALSE,bottom-up,1198,71,2dm-3574
2dm-2830,2,TaRh3,P6/mmm,0,FALSE,bottom-up,1348,,
2dm-2831,2,Ga2O3,P321,2686,FALSE,bottom-up,170,107,2dm-5264
2dm-2832,2,WI5,Pmma,0,FALSE,bottom-up,,,2dm-5476
2dm-2833,2,Tl2Te3,P1,270,FALSE,bottom-up,96,,2dm-5066
2dm-2834,2,CF2,P-6m2,2548,FALSE,bottom-up,2346,183,2dm-3455
2dm-2835,2,BrN4,P2/m,0,FALSE,bottom-up,12,,2dm-5639
2dm-2836,2,Au18S11,P1,0,FALSE,bottom-up,191,25,
2dm-2837,2,CrCl5,P2/m,0,FALSE,bottom-up,,89,2dm-5476
2dm-2838,2,Tl2Se3,P1,0,FALSE,bottom-up,121,,2dm-5396
2dm-2839,2,Al2Se3,P1,834,FALSE,bottom-up,173,44,2dm-5066
2dm-284,2,HPb,P-3m1,0,TRUE,bottom-up,394,70,2dm-4712
2dm-2840,2,Ga2Se3,P1,922,FALSE,bottom-up,266,,2dm-5066
2dm-2841,2,BiB,P1,0,FALSE,bottom-up,1092,,2dm-4209
2dm-2842,2,NCl5,P1,0,FALSE,bottom-up,54,-252,2dm-4722
2dm-2843,2,Al13N2,C2/m,0,FALSE,bottom-up,584,,2dm-3089
2dm-2844,2,P4C3,P-6m2,0,FALSE,bottom-up,698,,2dm-4847
2dm-2845,2,Ga2S3,P1,838,TRUE,bottom-up,302,89,2dm-5066
2dm-2846,2,O2F,P2_1/c,1378,FALSE,bottom-up,0,,2dm-5766
2dm-2847,2,TlSb,P4/mbm,0,FALSE,bottom-up,567,,2dm-4491
2dm-2848,2,BiTe,Pmc2_1,0,FALSE,bottom-up,184,36,2dm-3526
2dm-2849,2,VIr3,P6/mmm,0,FALSE,bottom-up,1274,,
2dm-285,2,Sb2Pd,P-3m1,0,FALSE,bottom-up,206,242,2dm-5830
2dm-2850,2,N2O3,P1,0,FALSE,bottom-up,315,,2dm-4024
2dm-2851,2,BiBr5,Pmma,0,FALSE,bottom-up,,265,2dm-5369
2dm-2852,2,BiO2,P1,0,FALSE,bottom-up,152,44,2dm-5765
2dm-2853,2,MoBr5,Pmm2,0,FALSE,bottom-up,,,2dm-5476
2dm-2854,2,AsO2,P-3m1,0,FALSE,bottom-up,435,40,2dm-5161
2dm-2855,2,TlI3,P-1,857,FALSE,bottom-up,139,,2dm-4316
2dm-2856,2,Al2Te3,P1,0,FALSE,bottom-up,298,20,2dm-5396
2dm-2857,2,In2Te3,P1,326,FALSE,bottom-up,191,,2dm-5066
2dm-2858,2,SeN,Pmc2_1,12,FALSE,bottom-up,827,,2dm-3526
2dm-2859,2,WO2,P1,1407,FALSE,bottom-up,389,,2dm-5925
2dm-286,2,WI2,P-3m1,0,FALSE,bottom-up,628,93,2dm-4519
2dm-2860,2,In2Se3,P1,326,FALSE,bottom-up,250,,2dm-5066
2dm-2861,2,TaIr3,P6/mmm,0,FALSE,bottom-up,1450,,
2dm-2862,2,SrCl2,C2/m,4367,FALSE,bottom-up,145,,2dm-4513
2dm-2863,2,TlBi,P-1,0,FALSE,bottom-up,117,,2dm-4209
2dm-2864,2,Te4Ru3,P-3m1,0,FALSE,bottom-up,248,,
2dm-2865,2,Zn3P,P6/mmm,0,FALSE,bottom-up,433,212,
2dm-2866,2,BeF2,C2/m,8282,FALSE,bottom-up,90,37,2dm-4672
2dm-2867,2,MoCl5,Pmmm,0,FALSE,bottom-up,392,209,2dm-4702
2dm-2868,2,SnF2,P-6m2,2375,FALSE,bottom-up,327,353,2dm-3455
2dm-2869,2,Sb2Mo,C2/m,0,FALSE,bottom-up,120,,2dm-4068
2dm-287,2,Tb2Si,P-3m1,0,FALSE,bottom-up,651,423,2dm-4563
2dm-2870,2,Zn3Bi,P6/mmm,0,FALSE,bottom-up,446,382,
2dm-2871,2,CrI5,Cmmm,0,FALSE,bottom-up,118,,2dm-4702
2dm-2872,2,WBr5,Pmma,1,TRUE,bottom-up,404,,2dm-5476
2dm-2873,2,CS,P2/c,790,FALSE,bottom-up,480,,2dm-4574
2dm-2875,2,PI5,Cmmm,0,FALSE,bottom-up,288,235,2dm-4722
2dm-2876,2,Li2F,P-3m1,0,FALSE,bottom-up,362,275,2dm-3804
2dm-2877,2,CrBr5,P2/c,0,FALSE,bottom-up,168,,2dm-5476
2dm-2878,2,PbC,P3m1,0,FALSE,bottom-up,1912,,2dm-4906
2dm-288,2,HgBr2,C2,2086,TRUE,bottom-up,28,91,2dm-5027
2dm-2880,2,Nb4O9,P4/n,0,FALSE,bottom-up,274,,2dm-5303
2dm-2881,2,Bi2W,P-1,0,FALSE,bottom-up,495,,2dm-4068
2dm-2882,2,BaF2,C2/m,6147,FALSE,bottom-up,132,,2dm-4513
2dm-2883,2,CrSb,P-1,0,FALSE,bottom-up,,280,2dm-4660
2dm-2884,2,MgF2,C2/m,6524,FALSE,bottom-up,251,199,2dm-4672
2dm-2885,2,Bi2Mo,P-1,0,FALSE,bottom-up,346,,2dm-4068
2dm-2886,2,PCl5,Pmmm,0,FALSE,bottom-up,438,117,2dm-4722
2dm-2887,2,Br5N,P2,0,FALSE,bottom-up,710,-83,2dm-4722
2dm-2888,2,As4C3,P-6m2,110,FALSE,bottom-up,1101,,2dm-4745
