material_id,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-2043,2,LuAs2,C222,0,FALSE,bottom-up,890,,2dm-3342
2dm-2044,2,PbF4,P4/nbm,1715,TRUE,bottom-up,38,52,2dm-5245
2dm-2045,2,WSe,P4/nmm,0,FALSE,bottom-up,467,89,2dm-4959
2dm-2046,2,CaF2,Pmma,5594,TRUE,bottom-up,400,255,2dm-5328
2dm-2047,2,BeI2,C2,3540,TRUE,bottom-up,0,,2dm-4513
2dm-2048,2,Zn3Au,P6/mmm,0,FALSE,bottom-up,301,411,2dm-4094
2dm-2049,2,TiBr4,P4/mmm,202,FALSE,bottom-up,253,,2dm-5172
2dm-205,2,VCl4,P4/mmm,0,FALSE,bottom-up,215,108,2dm-3290
2dm-2050,2,PO2,P-3m1,0,FALSE,bottom-up,,488,2dm-5161
2dm-2051,2,AsBr5,Pmma,0,FALSE,bottom-up,,118,2dm-5369
2dm-2052,2,Si2O3,P2_1/m,2901,FALSE,bottom-up,526,77,2dm-5342
2dm-2053,2,KCa,P2_1/m,0,FALSE,bottom-up,437,289,2dm-3098
2dm-2054,2,Pt3S4,P2/m,0,FALSE,bottom-up,619,245,2dm-3552
2dm-2055,2,SnBr4,Pmmn,0,FALSE,bottom-up,320,,2dm-5245
2dm-2056,2,Ge3W,P6/mmm,0,FALSE,bottom-up,1157,631,2dm-4700
2dm-2057,2,BiCl3,P-6m2,1689,TRUE,bottom-up,322,291,2dm-5268
2dm-2058,2,BI3,P1,2484,FALSE,bottom-up,29,112,2dm-4316
2dm-2059,2,CaI2,P-1,4060,TRUE,bottom-up,205,132,2dm-4672
2dm-206,2,C3I8,P1,0,FALSE,bottom-up,1012,,2dm-3403
2dm-2060,2,GaTe,P3m1,0,FALSE,bottom-up,,,2dm-3782
2dm-2061,2,Rb2F,P-3m1,0,FALSE,bottom-up,203,,2dm-3804
2dm-2062,2,Tl2Se3,P1,0,FALSE,bottom-up,114,,2dm-4098
2dm-2063,2,VTe2,Pmmm,0,FALSE,bottom-up,421,-5,2dm-4377
2dm-2064,2,TaTe2,P6/mmm,0,FALSE,bottom-up,944,676,
2dm-2065,2,AsI5,Pmma,0,FALSE,bottom-up,,221,2dm-5369
2dm-2066,2,Tl2O3,P1,827,FALSE,bottom-up,242,,2dm-4743
2dm-2067,2,BiAs,P1,503,TRUE,bottom-up,90,,2dm-5216
2dm-2068,2,Bi4Pb3,C2/m,0,FALSE,bottom-up,207,157,2dm-5191
2dm-2069,2,BP,P4/mbm,757,FALSE,bottom-up,675,0,2dm-4491
2dm-207,2,ScCl2,P4/mmm,0,FALSE,bottom-up,170,73,2dm-3640
2dm-2070,2,HfO2,Pmm2,2852,TRUE,bottom-up,632,,2dm-4454
2dm-2071,2,CCl4,P1,439,FALSE,bottom-up,332,374,2dm-5245
2dm-2072,2,BiO2,P-1,352,FALSE,bottom-up,,113,2dm-5398
2dm-2073,2,Sr2P,P-4m2,0,FALSE,bottom-up,,,2dm-4910
2dm-2074,2,PI5,Pmma,0,FALSE,bottom-up,,84,2dm-5369
2dm-2075,2,SbAs,P1,247,TRUE,bottom-up,69,179,2dm-5216
2dm-2076,2,TlTe,P3m1,0,FALSE,bottom-up,,423,2dm-3782
2dm-2077,2,NaSr,P2_1/m,0,FALSE,bottom-up,334,320,2dm-3098
2dm-2078,2,HfO2,P2_1/m,364,FALSE,bottom-up,932,,2dm-5274
2dm-2079,2,AsSe,Pmc2_1,0,FALSE,bottom-up,190,0,2dm-3526
2dm-208,2,Sc2Si,P-3m1,0,FALSE,bottom-up,852,756,2dm-3189
2dm-2080,2,NbI4,P1,0,FALSE,bottom-up,119,,2dm-4341
2dm-2081,2,AgO2,P-3m1,0,FALSE,bottom-up,262,110,2dm-4834
2dm-2082,2,TeC,Pbcm,31,FALSE,bottom-up,1740,60,2dm-4574
2dm-2083,2,BiSb,P1,483,TRUE,bottom-up,110,,2dm-5216
2dm-2084,2,SiI2,P-6m2,1512,FALSE,bottom-up,403,213,2dm-3455
2dm-2085,2,Sn3Mo,P6/mmm,0,FALSE,bottom-up,1068,654,2dm-4700
2dm-2086,2,HfO2,P6/mmm,0,FALSE,bottom-up,,44,2dm-4039
2dm-2087,2,SiSn,P3m1,316,TRUE,bottom-up,685,,2dm-4906
2dm-2088,2,TlS,P3m1,108,FALSE,bottom-up,,484,2dm-3782
2dm-2089,2,CF4,C2,9219,TRUE,bottom-up,20,,2dm-5245
2dm-209,2,B2Te,P3,1039,FALSE,bottom-up,634,,2dm-5781
2dm-2090,2,SnPb,P3m1,0,FALSE,bottom-up,532,,2dm-4906
2dm-2091,2,CrSb2,P2/m,0,FALSE,bottom-up,292,,2dm-4068
2dm-2093,2,TeP,Pc,0,FALSE,bottom-up,343,151,2dm-4903
2dm-2094,2,BiBr3,P-6m2,1251,TRUE,bottom-up,359,199,2dm-5268
2dm-2095,2,I5N,Pmma,0,FALSE,bottom-up,,169,2dm-5369
2dm-2096,2,SiF4,P1,7874,FALSE,bottom-up,44,-81,2dm-5245
2dm-2097,2,Nb2Cl5,Cm,0,FALSE,bottom-up,337,27,2dm-5407
2dm-2098,2,TaF4,P1,1890,TRUE,bottom-up,151,28,2dm-4341
2dm-2099,2,ErS3,Pmma,0,FALSE,bottom-up,286,42,2dm-5138
2dm-21,2,TaI3,P-31m,0,FALSE,bottom-up,231,97,2dm-3549
2dm-210,2,Sb2Te3,P2_1/m,681,FALSE,bottom-up,1053,99,2dm-5745
2dm-2100,2,CI4,P1,632,FALSE,bottom-up,642,178,2dm-5245
2dm-2101,2,Na2Br,P-3m1,0,FALSE,bottom-up,292,196,2dm-3804
2dm-2102,2,RhPb3,P-6m2,0,FALSE,bottom-up,654,579,2dm-4883
2dm-2103,2,NCl4,P1,1171,TRUE,bottom-up,0,67,2dm-5151
2dm-2104,2,BSe,P3m1,744,FALSE,bottom-up,,184,2dm-3782
2dm-2105,2,Mg2Bi,P-4m2,0,FALSE,bottom-up,,603,2dm-4910
2dm-2106,2,NbF5,Pmma,3054,TRUE,bottom-up,,33,2dm-4011
2dm-2107,2,RbSr,P2_1/m,0,FALSE,bottom-up,386,280,2dm-3098
2dm-2108,2,SiTe,Pbcm,0,FALSE,bottom-up,201,115,2dm-4574
2dm-2109,2,B2Te3,P1,0,FALSE,bottom-up,423,81,2dm-4098
2dm-211,2,InSe,P-3m1,1411,FALSE,bottom-up,6,66,2dm-4063
2dm-2110,2,BiO2,P2_1/m,608,FALSE,bottom-up,,97,2dm-5160
2dm-2111,2,LiCa,P2_1/m,0,FALSE,bottom-up,404,366,2dm-3098
2dm-2112,2,BiP,P1,571,FALSE,bottom-up,200,,2dm-5216
2dm-2113,2,ZnSe,P3m1,0,FALSE,bottom-up,188,,2dm-5442
2dm-2114,2,Pb3N4,P3m1,320,TRUE,bottom-up,1015,,2dm-4847
2dm-2115,2,PrTe3,P6/mmm,0,FALSE,bottom-up,586,,2dm-4681
2dm-2116,2,NbF4,Pc,230,TRUE,bottom-up,109,,2dm-4341
2dm-2117,2,I3N,P-6m2,0,FALSE,bottom-up,1270,230,2dm-5268
2dm-2118,2,ZrBr4,P4/mmm,991,FALSE,bottom-up,0,0,2dm-5172
2dm-2119,2,PF3,P-6m2,1774,FALSE,bottom-up,716,-44,2dm-5268
2dm-212,2,PdSe,P3m1,0,FALSE,bottom-up,,560,2dm-3053
2dm-2120,2,AuBr2,P-4m2,0,FALSE,bottom-up,206,117,2dm-4593
2dm-2121,2,MoSe,P4/nmm,0,FALSE,bottom-up,288,,2dm-4959
2dm-2122,2,K2I,P-3m1,0,FALSE,bottom-up,220,167,2dm-3804
2dm-2123,2,BaF2,P-1,5724,TRUE,bottom-up,378,,2dm-4672
2dm-2124,2,Sb2O3,P1,1329,TRUE,bottom-up,189,11,2dm-4024
2dm-2125,2,NbCl5,Pmmm,0,FALSE,bottom-up,,,2dm-5221
2dm-2126,2,Tl2Te3,P1,106,FALSE,bottom-up,173,,2dm-4098
2dm-2127,2,MoS,P4/nmm,0,FALSE,bottom-up,343,89,2dm-4959
2dm-2128,2,MoAs,C2/m,28,FALSE,bottom-up,454,332,2dm-4660
2dm-2129,2,SbI3,P-6m2,580,TRUE,bottom-up,340,72,2dm-5268
2dm-213,2,CrI3,P-31m,1074,FALSE,bottom-up,0,89,2dm-3611
2dm-2130,2,CrN2,C2/m,271,FALSE,bottom-up,495,43,2dm-4068
2dm-2131,2,TeP,Pmc2_1,0,FALSE,bottom-up,329,201,2dm-3526
2dm-2132,2,AlAs,P4/mbm,1078,FALSE,bottom-up,658,1,2dm-4491
2dm-2133,2,AuI2,P-4m2,0,FALSE,bottom-up,109,126,2dm-4593
2dm-2134,2,Ni3S4,P2/m,0,FALSE,bottom-up,459,,2dm-3552
2dm-2136,2,AlTe,P3m1,399,FALSE,bottom-up,,,2dm-3782
2dm-2137,2,InSe,P3m1,183,FALSE,bottom-up,,,2dm-3782
2dm-2138,2,Cd3As,P6/mmm,0,FALSE,bottom-up,336,292,
2dm-2139,2,Ge3Bi4,C2,0,FALSE,bottom-up,348,114,2dm-5191
2dm-214,2,PuCl3,Pmmn,0,FALSE,bottom-up,4,87,2dm-3902
2dm-2140,2,BiTe,Pc,0,FALSE,bottom-up,206,,2dm-4903
2dm-2141,2,BAs,P4/mbm,615,FALSE,bottom-up,747,,2dm-4209
2dm-2142,2,PCl4,P1,1923,FALSE,bottom-up,55,76,2dm-5151
2dm-2143,2,SiSe,Pbcm,0,FALSE,bottom-up,283,79,2dm-4574
2dm-2144,2,OsS2,P-3m1,0,FALSE,bottom-up,374,147,2dm-4510
2dm-2145,2,NiI2,P-1,0,FALSE,bottom-up,180,212,2dm-5213
2dm-2146,2,AlI3,P-1,2881,FALSE,bottom-up,19,,2dm-4316
2dm-2148,2,Cd3Ag,P6/mmm,0,FALSE,bottom-up,312,454,2dm-4094
2dm-2149,2,Bi6Au,Pmn2_1,0,FALSE,bottom-up,218,234,2dm-5628
2dm-215,2,B2Ru,P4/mmm,0,FALSE,bottom-up,1292,921,2dm-4344
2dm-2150,2,ZrAs2,P-3m1,0,FALSE,bottom-up,622,182,2dm-3175
2dm-2151,2,AsF5,Pmma,438,FALSE,bottom-up,,38,2dm-5369
2dm-2152,2,BiI5,Pmma,0,FALSE,bottom-up,267,,2dm-5369
2dm-2153,2,Hg3N,P6/mmm,43,FALSE,bottom-up,1233,354,
2dm-2154,2,Ga2Se3,P1,0,FALSE,bottom-up,158,202,2dm-4098
2dm-2155,2,Ge3Sb4,C2,0,FALSE,bottom-up,329,214,2dm-5191
2dm-2156,2,CdSe,P4/nmm,2065,TRUE,bottom-up,180,134,2dm-4928
2dm-2157,2,N2O3,Pmmn,2750,TRUE,bottom-up,939,42,2dm-5601
2dm-2158,2,PbF2,P-6m2,3546,FALSE,bottom-up,289,384,2dm-3455
2dm-2159,2,CaI2,C2,3619,TRUE,bottom-up,55,,2dm-4513
2dm-216,2,RuCl2,P-3m1,1296,TRUE,bottom-up,217,82,2dm-4243
2dm-2160,2,CrTe,P4/nmm,0,FALSE,bottom-up,211,79,2dm-4959
2dm-2161,2,Sn3Sb4,C2,0,FALSE,bottom-up,229,,2dm-5191
2dm-2163,2,Sn3N4,R-3m,303,FALSE,bottom-up,342,33,2dm-5191
2dm-2164,2,Mg2Sb,P-4m2,0,FALSE,bottom-up,,647,2dm-4910
2dm-2165,2,LuBi2,C222,0,FALSE,bottom-up,309,,2dm-3342
2dm-2166,2,Cd3Au,P6/mmm,0,FALSE,bottom-up,297,444,2dm-4094
2dm-2167,2,PO2,P-1,1835,FALSE,bottom-up,,48,2dm-5398
2dm-2168,2,ZrSb2,P-3m1,0,FALSE,bottom-up,322,129,2dm-3175
2dm-217,2,AlS,P-1,1894,FALSE,bottom-up,48,92,2dm-3756
2dm-2170,2,TaO2,Pm,695,FALSE,bottom-up,,,2dm-4844
2dm-2171,2,SbCl5,Pmma,252,TRUE,bottom-up,,89,2dm-5369
2dm-2172,2,Sb4C3,C2,0,FALSE,bottom-up,1191,38,2dm-5191
2dm-2173,2,Ca2Sb,Pmm2,0,FALSE,bottom-up,,722,2dm-4910
2dm-2174,2,PrSe3,P6/mmm,0,FALSE,bottom-up,593,503,2dm-4681
2dm-2175,2,AuSe2,P-4m2,0,FALSE,bottom-up,291,40,2dm-4374
2dm-2176,2,BF3,P2_1,8414,FALSE,bottom-up,30,36,2dm-4316
2dm-2177,2,CaBr2,Pmma,2799,TRUE,bottom-up,129,74,2dm-5328
2dm-2178,2,AgS2,Pm,0,FALSE,bottom-up,0,-159,2dm-4374
2dm-2179,2,TaS2,Pmmm,0,FALSE,bottom-up,677,24,2dm-4377
2dm-218,2,CdCl2,P-4m2,3737,FALSE,bottom-up,53,102,2dm-3966
2dm-2180,2,YSe,P4/nmm,0,FALSE,bottom-up,134,8,2dm-3456
2dm-2181,2,MgBr2,P-1,4325,TRUE,bottom-up,129,48,2dm-4672
2dm-2182,2,Rb2I,P-3m1,0,FALSE,bottom-up,191,150,2dm-3804
2dm-2183,2,Te2Au,P-4m2,0,FALSE,bottom-up,171,-19,2dm-4374
2dm-2184,2,TeAu2,P6/mmm,0,FALSE,bottom-up,168,53,2dm-3422
2dm-2185,2,InS,P3m1,156,FALSE,bottom-up,,282,2dm-3782
2dm-2186,2,Fe3Te4,P-3m1,0,FALSE,bottom-up,207,,
2dm-2187,2,SnTe,Pbcm,403,FALSE,bottom-up,130,143,2dm-4574
2dm-2188,2,Fe3Se4,P2_1/m,0,FALSE,bottom-up,154,,2dm-4921
2dm-2189,2,V2I5,Cm,0,FALSE,bottom-up,106,35,2dm-5407
2dm-219,2,RhBr2,P-3m1,0,FALSE,bottom-up,242,93,2dm-4948
2dm-2190,2,SnS,Pbcm,660,FALSE,bottom-up,125,129,2dm-4574
2dm-2191,2,TaCl5,Pmma,197,TRUE,bottom-up,,,2dm-4011
2dm-2192,2,As2O3,Pm,2469,FALSE,bottom-up,193,49,
2dm-2193,2,Te2Ru,Pcca,0,FALSE,bottom-up,356,,2dm-4350
2dm-2194,2,CCl2,P-6m2,1691,FALSE,bottom-up,1702,,2dm-3455
2dm-2195,2,Li2I,P-3m1,0,FALSE,bottom-up,462,251,2dm-3804
2dm-2196,2,Sn2O3,Pmmn,2024,FALSE,bottom-up,311,47,2dm-5342
2dm-2197,2,SnSe,Pbcm,553,FALSE,bottom-up,114,139,2dm-4574
2dm-2198,2,V2Cl5,Cm,0,FALSE,bottom-up,147,29,2dm-5407
2dm-2199,2,AsSe,C2/m,0,FALSE,bottom-up,263,-3,2dm-3899
2dm-22,2,Li2O,P-3m1,1986,TRUE,bottom-up,187,37,2dm-3869
2dm-220,2,SbPb,P-1,367,TRUE,bottom-up,241,192,2dm-4588
2dm-2200,2,PO2,P2_1/m,3309,FALSE,bottom-up,,32,2dm-5160
2dm-2201,2,SeN,Aem2,0,FALSE,bottom-up,1056,,2dm-3899
2dm-2202,2,B13Sb2,P-3m1,0,FALSE,bottom-up,733,28,2dm-3089
2dm-2203,2,ZnS,P4/nmm,2755,TRUE,bottom-up,235,95,2dm-4928
2dm-2204,2,SrBr2,Pmma,2978,TRUE,bottom-up,175,86,2dm-5328
2dm-2205,2,VBr5,Pmma,0,FALSE,bottom-up,,,2dm-4011
2dm-2206,2,P4Pb3,C2,0,FALSE,bottom-up,214,133,2dm-5191
2dm-2207,2,InN,P4/mbm,634,FALSE,bottom-up,571,2,2dm-4491
2dm-2208,2,BTe,P3m1,0,FALSE,bottom-up,,,2dm-3782
2dm-2209,2,HgSe,P3m1,0,FALSE,bottom-up,127,,2dm-4937
2dm-221,2,Ti3S2,P4/mmm,0,FALSE,bottom-up,119,70,2dm-3471
2dm-2210,2,AsN,P1,1839,TRUE,bottom-up,177,,2dm-5216
2dm-2212,2,Be2Bi,P-4m2,0,FALSE,bottom-up,,,2dm-4910
2dm-2213,2,AsO2,P1,995,FALSE,bottom-up,,39,2dm-5765
2dm-2214,2,SbCl5,Pmmm,15,FALSE,bottom-up,361,175,2dm-4722
2dm-2215,2,OsO3,C2/m,629,FALSE,bottom-up,115,,2dm-4516
2dm-2216,2,CaI2,Pmma,2025,TRUE,bottom-up,120,80,2dm-5328
2dm-2217,2,AsCl5,Pmma,51,TRUE,bottom-up,,101,2dm-5369
2dm-2218,2,SiCl4,P1,5423,TRUE,bottom-up,25,87,2dm-5245
2dm-2219,2,SbSe,C2/m,0,FALSE,bottom-up,272,8,2dm-3899
2dm-222,2,LaBr3,C2/m,3311,FALSE,bottom-up,26,,2dm-3423
2dm-2220,2,Sn3W,P6/mmm,0,FALSE,bottom-up,1344,695,2dm-4700
2dm-2221,2,PbSe,Pbcm,1155,FALSE,bottom-up,225,129,2dm-4574
2dm-2222,2,Cr3O8,P-1,885,FALSE,bottom-up,127,37,2dm-5123
2dm-2223,2,BaNa,P2_1/m,0,FALSE,bottom-up,364,,2dm-3098
2dm-2224,2,ErSe3,Pmma,0,FALSE,bottom-up,329,53,2dm-5138
2dm-2225,2,GeCl4,P1,3822,FALSE,bottom-up,34,93,2dm-5245
2dm-2226,2,AsP,P1,846,FALSE,bottom-up,95,,2dm-5216
2dm-2227,2,Sb2O3,P1,1936,FALSE,bottom-up,227,73,
2dm-2228,2,BiSe,Pc,0,FALSE,bottom-up,218,,2dm-4903
2dm-2229,2,GaAs,P4/mbm,0,FALSE,bottom-up,618,-1,2dm-4491
2dm-223,2,Be2Bi,P6/mmm,0,FALSE,bottom-up,1147,523,2dm-3665
2dm-2230,2,SbBr5,Pmma,157,FALSE,bottom-up,,107,2dm-5369
2dm-2231,2,NbI5,Pmma,0,FALSE,bottom-up,,,2dm-4011
2dm-2232,2,HfTe,P4/nmm,0,FALSE,bottom-up,422,118,2dm-3004
2dm-2233,2,Sb6Au,Pmn2_1,0,FALSE,bottom-up,300,224,2dm-5628
2dm-2234,2,AuO2,P-1,0,FALSE,bottom-up,165,96,2dm-4834
2dm-2235,2,RbCa,P2_1/m,0,FALSE,bottom-up,482,307,2dm-3098
2dm-2236,2,PtBr2,P-1,30,TRUE,bottom-up,256,68,2dm-5213
2dm-2237,2,Sr2Bi,Pmm2,0,FALSE,bottom-up,,,2dm-4910
2dm-2238,2,Ba2P,P-4m2,0,FALSE,bottom-up,,543,2dm-4910
2dm-2239,2,MgI2,P-1,3265,TRUE,bottom-up,116,55,2dm-4672
2dm-224,2,BiCl3,P2_1/m,2921,FALSE,bottom-up,0,82,2dm-5217
2dm-2240,2,RuSe2,P-3m1,0,FALSE,bottom-up,314,64,2dm-4510
2dm-2241,2,SiS,Pbcm,0,FALSE,bottom-up,347,-41,2dm-4574
2dm-2242,2,BeBr2,P-1,4070,TRUE,bottom-up,143,52,2dm-4672
2dm-2243,2,K2Br,P-3m1,0,FALSE,bottom-up,206,161,2dm-3804
2dm-2244,2,SbCl3,P-6m2,1310,TRUE,bottom-up,361,170,2dm-5268
2dm-2245,2,Bi2B13,P-3m1,0,FALSE,bottom-up,776,33,2dm-3089
2dm-2246,2,In2O3,P1,1580,FALSE,bottom-up,347,,2dm-4743
2dm-2247,2,Fe3Te4,P2_1/m,0,FALSE,bottom-up,200,,2dm-4921
2dm-2248,2,Ge3P4,C2,0,FALSE,bottom-up,269,84,2dm-5191
2dm-2249,2,H3Pd,P6/mmm,0,FALSE,bottom-up,561,185,2dm-4489
2dm-225,2,TbI,P-3m1,0,FALSE,bottom-up,36,64,2dm-3487
2dm-2250,2,SO3,P-6m2,462,FALSE,bottom-up,,38,2dm-4882
2dm-2251,2,PbBr2,P-6m2,3011,FALSE,bottom-up,78,155,2dm-3455
2dm-2252,2,AlBi,P4/mbm,0,FALSE,bottom-up,712,1,2dm-4491
2dm-2253,2,NiF2,P2_1/m,4148,FALSE,bottom-up,202,212,2dm-5213
2dm-2254,2,HoP2,C222,0,FALSE,bottom-up,1346,761,2dm-3946
2dm-2255,2,AgBr2,P-4m2,0,FALSE,bottom-up,146,101,2dm-4593
2dm-2256,2,CaCl2,C2/m,5402,FALSE,bottom-up,51,,2dm-4513
2dm-2257,2,TeAs,Pmma,0,FALSE,bottom-up,168,39,2dm-3526
2dm-2258,2,VBr4,P-1,3,FALSE,bottom-up,0,,2dm-4341
2dm-2259,2,HoAs2,C222,0,FALSE,bottom-up,962,421,2dm-3946
2dm-226,2,AlSe,P-1,2127,FALSE,bottom-up,0,65,2dm-5155
2dm-2260,2,Sn3Bi4,C2,0,FALSE,bottom-up,229,181,2dm-5191
2dm-2261,2,Nb2O5,Pm,2434,FALSE,bottom-up,252,,2dm-4242
2dm-2262,2,Li2Br,P-3m1,0,FALSE,bottom-up,416,259,2dm-3804
2dm-2263,2,Nb2Br5,Cm,0,FALSE,bottom-up,320,26,2dm-5407
2dm-2265,2,CuCl2,P-4m2,0,FALSE,bottom-up,73,,2dm-4593
2dm-2266,2,Hg3P,P6/mmm,0,FALSE,bottom-up,519,584,
2dm-2267,2,KSr,P2_1/m,0,FALSE,bottom-up,355,273,2dm-3098
2dm-2268,2,AsO2,P3m1,0,FALSE,bottom-up,,,
2dm-2269,2,InP,P4/mbm,187,FALSE,bottom-up,595,3,2dm-4491
2dm-227,2,TaI2,P-3m1,0,FALSE,bottom-up,527,70,2dm-5075
2dm-2270,2,Mg2P,P-4m2,0,FALSE,bottom-up,,,2dm-4910
2dm-2271,2,Na2F,P-3m1,0,FALSE,bottom-up,255,171,2dm-3804
2dm-2272,2,TaI5,Pmma,8,TRUE,bottom-up,,,2dm-4011
2dm-2273,2,CrP,C2/m,68,TRUE,bottom-up,669,447,2dm-4660
2dm-2274,2,Pb3W,P6/mmm,0,FALSE,bottom-up,1583,,2dm-4700
2dm-2275,2,PCl5,Pmma,1,TRUE,bottom-up,,97,2dm-5369
2dm-2276,2,ZrTe,P4/nmm,0,FALSE,bottom-up,433,113,2dm-3004
2dm-2277,2,Ca2As,P-4m2,0,FALSE,bottom-up,,701,2dm-4910
2dm-2278,2,RuO3,C2/m,0,FALSE,bottom-up,167,42,2dm-4516
2dm-2279,2,ScSe,P4/nmm,0,FALSE,bottom-up,65,8,2dm-3456
2dm-228,2,Sb4F,P2/m,0,FALSE,bottom-up,129,,2dm-5639
2dm-2280,2,PbS,Pbcm,1361,FALSE,bottom-up,228,118,2dm-4574
2dm-2281,2,B2S3,Cm,0,FALSE,bottom-up,141,,2dm-4098
2dm-2282,2,OsSe2,P2/c,0,FALSE,bottom-up,376,83,2dm-4350
2dm-2283,2,GaBi,P4/mbm,0,FALSE,bottom-up,595,9,2dm-4491
2dm-2284,2,MoP2,P-1,27,FALSE,bottom-up,721,222,2dm-4068
2dm-2285,2,TaBr4,P1,777,TRUE,bottom-up,171,,2dm-4341
2dm-2286,2,AsO2,P-1,1798,FALSE,bottom-up,,53,2dm-5398
2dm-2287,2,BeF2,Pmma,8247,TRUE,bottom-up,514,40,2dm-5328
2dm-2288,2,BeI2,P-1,2532,TRUE,bottom-up,0,61,2dm-4672
2dm-2289,2,SiBr4,P1,3949,TRUE,bottom-up,27,106,2dm-5245
2dm-229,2,CoBr3,C2/m,1121,FALSE,bottom-up,0,78,2dm-3458
2dm-2290,2,CSe,Pbcm,176,FALSE,bottom-up,1685,61,2dm-4574
2dm-2291,2,HfCl4,P4/mmm,2042,FALSE,bottom-up,154,,2dm-5172
2dm-2292,2,HfO,P4/nmm,0,FALSE,bottom-up,237,,2dm-4970
2dm-2293,2,Sr2As,P-4m2,0,FALSE,bottom-up,,,2dm-4910
2dm-2294,2,TiCl4,P4/mmm,749,FALSE,bottom-up,230,0,2dm-5172
2dm-2295,2,PO2,P6/mmm,0,FALSE,bottom-up,,46,2dm-3826
2dm-2296,2,Si3Sb4,C2,0,FALSE,bottom-up,540,293,2dm-5191
2dm-2297,2,TeN,Cm,338,FALSE,bottom-up,916,,2dm-3899
2dm-2298,2,HfF4,P4/mmm,4992,FALSE,bottom-up,119,0,2dm-5172
2dm-2299,2,CuTe2,P-4m2,0,FALSE,bottom-up,71,26,2dm-4374
2dm-23,2,TlSb,P4/nmm,0,FALSE,bottom-up,351,407,2dm-3743
2dm-230,2,PBr3,P2_1/c,3082,FALSE,bottom-up,29,86,2dm-5217
2dm-2300,2,HgS,P3m1,0,FALSE,bottom-up,135,,2dm-5442
2dm-2301,2,ZrO2,P6/mmm,0,FALSE,bottom-up,,81,2dm-4039
2dm-2302,2,SnCl2,P-6m2,2729,FALSE,bottom-up,129,169,2dm-3455
2dm-2303,2,TiTe,P4/nmm,0,FALSE,bottom-up,278,97,2dm-3004
2dm-2304,2,NiH3,P6/mmm,0,FALSE,bottom-up,679,510,2dm-4489
2dm-2305,2,CBr4,P1,126,FALSE,bottom-up,459,315,2dm-5245
2dm-2306,2,PCl3,P-6m2,711,TRUE,bottom-up,572,51,2dm-5268
2dm-2307,2,ZrO2,P2_1/m,1074,FALSE,bottom-up,822,,2dm-5274
2dm-2308,2,GaS,P3m1,318,FALSE,bottom-up,,,2dm-3782
2dm-2309,2,Os3Se4,P2_1/m,0,FALSE,bottom-up,420,,2dm-4921
2dm-231,2,IrF3,C2/m,1887,FALSE,bottom-up,66,58,2dm-3618
2dm-2310,2,BeCl2,P-1,5696,TRUE,bottom-up,113,46,2dm-4672
2dm-2311,2,WN2,C2/m,526,FALSE,bottom-up,237,190,2dm-4068
2dm-2312,2,Ta2Cl5,Cm,0,FALSE,bottom-up,526,28,2dm-5407
2dm-2313,2,TiI4,P4/mmm,0,FALSE,bottom-up,212,0,2dm-5172
2dm-2314,2,TiS,P4/nmm,0,FALSE,bottom-up,428,100,2dm-3004
2dm-2315,2,VF5,Pmma,895,TRUE,bottom-up,,37,2dm-4011
2dm-2316,2,ScS,P4/nmm,0,FALSE,bottom-up,140,6,2dm-3456
2dm-2317,2,CaCl2,Pmma,3463,TRUE,bottom-up,179,75,2dm-5328
2dm-2319,2,HoBi2,C222,0,FALSE,bottom-up,359,100,2dm-3946
2dm-232,2,V2S3,P2_1/m,0,FALSE,bottom-up,45,135,2dm-3670
2dm-2320,2,AlBr3,P2/m,1683,TRUE,bottom-up,152,191,2dm-4316
2dm-2321,2,ZnSe,P3m1,0,FALSE,bottom-up,187,21,2dm-4937
2dm-2322,2,TeP,P4/nmm,0,FALSE,bottom-up,372,-11,2dm-3899
2dm-2323,2,Li2Cl,P-3m1,0,FALSE,bottom-up,385,270,2dm-3804
2dm-2324,2,ZrSe,P4/nmm,0,FALSE,bottom-up,325,129,2dm-3004
2dm-2325,2,Ru3S4,P2_1/m,0,FALSE,bottom-up,214,38,2dm-4921
2dm-2326,2,GeO2,C2,1995,FALSE,bottom-up,486,542,2dm-3879
2dm-2327,2,CuI2,P-4m2,0,FALSE,bottom-up,0,98,2dm-4593
2dm-2328,2,BCl3,P1,4461,FALSE,bottom-up,30,50,2dm-4316
2dm-2329,2,Ag2S,P6/mmm,0,FALSE,bottom-up,293,50,2dm-3422
2dm-233,2,Tl2Se5,P1,569,TRUE,bottom-up,77,120,2dm-4306
2dm-2330,2,Ru3Se4,P2_1/m,0,FALSE,bottom-up,206,,2dm-4921
2dm-2331,2,FeSe2,P-3m1,0,FALSE,bottom-up,108,61,2dm-4510
2dm-2332,2,TePb,Pbcm,622,FALSE,bottom-up,206,133,2dm-4574
2dm-2334,2,Sb4Pb3,C2,0,FALSE,bottom-up,210,,2dm-5191
2dm-2335,2,NaBe,P2_1/m,0,FALSE,bottom-up,1220,784,2dm-3098
2dm-2336,2,PtI2,P-1,13,FALSE,bottom-up,237,76,2dm-5213
2dm-2337,2,GePb,P3m1,0,FALSE,bottom-up,632,15,2dm-4906
2dm-2338,2,Ta2Br5,Cm,0,FALSE,bottom-up,489,27,2dm-5407
